en,tr,split
"Surgeon Anthony Atala demonstrates an early-stage experiment that could someday solve the organ-donor problem: a 3D printer that uses living cells to output a transplantable kidney. Using similar technology, Dr. Atala's young patient Luke Massella received an engineered bladder 10 years ago; we meet him onstage.",cerrah anthony atalad ileri organ bağış sorun çöz yara bir dene ilk safha üzer çalış yaşa böbrek hücre kullan naklet bir böbrek bas 3 boyut bir yaz dra.atalı genç hasta luke massella bu 10 yıl önce benze bir teknoloji ile yapay bir mesane kavuş sahne o da tanış,validation
"A refugee now living in the US, Joseph Kim tells the story of his life in North Korea during the famine years. He's begun to create a new life -- but he still searches for the family he lost.",abd'de yaşa bir mültecid joseph kim kıt yıl kuzey kore hikaye anlat yeni bir hayat kur başla - yine hala kaybet aile ara,validation
"In 2007, as the world worried about a possible avian flu epidemic, Laurie Garrett, author of ""The Coming Plague,"" gave this powerful talk to a small University audience. Her insights from past pandemics are suddenly more relevant than ever.","2007'de, dünya çap bir kuş grip salgın endişe et hyaklaş salgın ad kitap yazar laurie garret etki bir konferans ver üniversite küçük bir grup hitap et konuş geçmiş salgın dair paylaş bilgi gün bir büyük önem kazan bulun",validation
"Journalist Carl Honore believes the Western world's emphasis on speed erodes health, productivity and quality of life. But there's a backlash brewing, as everyday people start putting the brakes on their all-too-modern lives.",gazeteci carl honored batı dünya hız konu vurgu sağlık üretim verim ve yaşam kalite aşın inan ancakd insan herşey acaip modern yaşam frenle başla geliş bir geri tepme sözkonu,validation
"Scaremongers play on the idea that robots will simply replace people on the job. In fact, they can become our essential collaborators, freeing us up to spend time on less mundane and mechanical challenges. Rodney Brooks points out how valuable this could be as the number of working-age adults drops and the number of retirees swells. He introduces us to Baxter, the robot with eyes that move and arms that react to touch, which could work alongside an aging population -- and learn to help them at home, too.",gelecekte robot insan yer al fikir benimse felaket tellal her yer fakat robot birlikte çalış mükemmel iş ortak hal gel gündelik iş üzer daha az zaman harca sağla biz zaman kazan rodney brooksd konuş robot biz sağla bu imkan değiş nüfus dağılım istatistik doğrultu ne kadar değer bir hal gel bahset brooksi biz sıra insan da etkileşim kur göz kol ve hisset yetis sahip baxter tanı üstelik baxterd idare et oldukça kolay ve yaş ortalama hız yüksel toplum için mükemmel bir fırsat,validation
"Building sophisticated educational tools out of cheap parts, Johnny Lee demos his cool Wii Remote hacks, which turn the $40 video game controller into a digital whiteboard, a touchscreen and a head-mounted 3-D viewer.","ucuz parça sofistik rikar öğretim araç yap johnny lee biz 40 dolar oyun kumanda dijital bir beyaz tahtaya dokun bir ekrana ve baş takıl 3,d görüntüle çevir harika wii remote hile tanı",validation
David Brooks: The social animal,david brooksk sosyal hayvan,validation
"Artist-technologist Honor Harger listens to the weird and wonderful noises of stars and planets and pulsars. In her work, she tracks the radio waves emitted by ancient celestial objects and turns them into sound, including ""the oldest song you will ever hear,"" the sound of cosmic rays left over from the Big Bang.",sanatçı ve teknoloji uzman honor harger yıldızlarina ve pulsar tuhaf ve muhteşem ses dinle çalış gökyüz nesne yay radyo dalga takip et cidduyacağ en eski şarkıf büyük patla geri kal kozmik ışın ses ni de içer ses çevir .,validation
"Scott Fraser studies how humans remember crimes -- and bear witness to them. In this powerful talk, which focuses on a deadly shooting at sunset, he suggests that even close-up eyewitnesses to a crime can create ""memories"" they could not have seen. Why? Because the brain abhors a vacuum. Editor's note: In the original version of this talk, Scott Fraser misspoke about available footage of Two World Trade Center (Tower 2). The misstatement has been edited out for clarity.",scott fraser insan suç nasıl hatırla üzer çalış ve o tanık üstlen gün batım silah meydan gel bir cinayet konu alan bu etkile konuş olay çok yakın ol şahit bile gör mümkün ol bazı olay üre ileri sür niçin mi çünkü beyin eksik parça nefret et,validation
Melinda French Gates: What nonprofits can learn from Coca-Cola,melinda french gatesc kar amaç güt oluşum cocacoca ne öğren,validation
"When Colin Stokes’ 3-year-old son caught a glimpse of <em>Star Wars</em>, he was instantly obsessed. But what messages did he absorb from the sci-fi classic? Stokes asks for more movies that send positive messages to boys: that cooperation is heroic, and respecting women is as manly as defeating the villain. (<em>Filmed at TEDxBeaconStreet.</em>)",colin stokes 3 yaş oğul göz yıldız savaş bir sahne iliş an film kafa tak ama bu bilimçusir klasik nasıl mesaj al stokes erkek çocuk pozitif mesaj gönder daha fazla film iste işbirliği kahraman ve kadın saygı göster kötü adam yen kadar erkekçediri ötedseckont sokak çek,validation
"By leading the Americans in his audience step by step through the thought process, sociologist Sam Richards sets an extraordinary challenge: can they understand -- not approve of, but understand -- the motivations of an Iraqi insurgent? And by extension, can anyone truly understand and empathize with another?  <em>(Filmed at <a href=http://www.ted.com/tedx/events/950>TEDxPSU</a>.)</em>",sosyolog sam richards tedswsu izle ara amerikalı adım adım düşün süreç sıradışı bir deneyim götür acaba irak asi anla mi içona değil anla bahset - bu yanısıra cevapla bir sorun başka gerçekten empati kur mümkün mü,validation
Clay Shirky: How social media can make history,clay shirkyo sosyal medya nasıl tarih ak değiş,validation
Rebecca Saxe: How we read each other's minds,rebecca saxec beyin nasıl ahlaki karar ver,validation
Doris Kim Sung: Metal that breathes,doris kim sungo nefes alan metal,validation
Jonathan Haidt: The moral roots of liberals and conservatives,liberal ve konservatif moral kaynak üzer jonathan haidt,validation
Peter van Manen: How can Formula 1 racing help ... babies?,peter van manenk formul 1 yarış bebek nasıl yardım et,validation
"Robert Neuwirth spent four years among the chaotic stalls of street markets, talking to pushcart hawkers and gray marketers, to study the remarkable ""System D,"" the world's unlicensed economic network. Responsible for some 1.8 billion jobs, it's an economy of underappreciated power and scope.",robert neuwirth spent four years among the chaotic stalls of street market talking to pushcart hawkers and gray marketers to study the remarkabel hsystem dhh the world unlicesned economic network responsile for some 1.8 billion jobsd it an economi of underapperecite power and scopep,validation
"Buddhist roshi Joan Halifax works with people at the last stage of life (in hospice and on death row). She shares what she's learned about compassion in the face of death and dying, and a deep insight into the nature of empathy.",ruhani lider joa halifiag ömür tamamla üzere ol kişi ödüşkü ev ve ölüm hücre kalanla ilgilen ölüm yüzleş ve ölüm kendi merhamet hak öğret ve empatin doğa dair derin bir içgörü biz paylaş,validation
Biologist Robert Full shares slo-mo video of some captivating critters. Take a closer look at the spiny legs that allow cockroaches to scuttle across mesh and the nanobristle-packed feet that let geckos to run straight up walls.,biyolog robert full bazı büyüle yaratık yavaşla video paylaş hamam böcek ağ kaç sağla diken bacak ve kertenkele duvar koş sağla nano kıl dolu ayak yakın bakalım,validation
David Binder: The arts festival revolution,david bindern sanat festival devrim,validation
Sarah Parcak: Archeology from space,sarah parcakk uzay arkeoloji,validation
"Author and activist Isabel Allende discusses women, creativity, the definition of feminism -- and, of course, passion -- in this talk.",yazar ve aktivist isabel allende bu konuş kadın yaratıcı femin anlam çöve elbette tutkudani bahset,validation
"Civil wars and ethnic conflicts have brought the world incredible suffering, but Stefan Wolff's figures show that, in the last 20 years, their number has steadily decreased. He extracts critical lessons from Northern Ireland, Liberia, Timor and more to show that leadership, diplomacy and institutional design are our three most effective weapons in waging peace.",stefan wolff hesap göre dünya genel büyük acı sebep ol etnik çatış ve iç savaş son 20 yıl gitgide azal bulun wolffd kuzey irlanda liberya timor ve diğer örnek liderlik diplomasi ve kurumsal yapın barış sür en etki üç silah ol göster önem ders çık,validation
"Ariel Garten: Know thyself, with a brain scanner",ariel gartenc beyin tara kendi tanı,validation
Alanna Shaikh: How I'm preparing to get Alzheimer's,alanna shaikho alzhemier için nasıl hazırla,validation
Eben Bayer: Are mushrooms the new plastic?,eben bayerk mantar yeni plastik mi,validation
"Imagine playing a video game controlled by your mind. Now imagine that game also teaches you about your own patterns of stress, relaxation and focus. Ariel Garten shows how looking at our own brain activity gives new meaning to the ancient dictum ""know thyself."" <em>(Filmed at <a href=http://www.ted.com/tedx/events/774>TEDxToronto</a>.)</em>",zihniniz taraf kontrol et video oyun düşün şimdi bu oyun aynı zaman siz stres rahatla ve odakla kalıp öğret düşün tedtortono ariel garten biz beyin aktivite bak eski hkendi tanı özdeyiş yeni anlam kat sağla,validation
Salman Khan: Let's use video to reinvent education,salman khank eğitim yeniden icat et için video kullan,validation
Patrick Chappatte: The power of cartoons,patrick chappatet karikatür güç,validation
"Pearl Arredondo: My story, from gangland daughter to star teacher",pearl arredondo ben hikaye gangster kızındand örnek öğretmen,validation
