en,tr,partition
"Blood was shed during a soldiers sendoff ’ in Eyup .
","Eyüp ' te gençlerin asker uğurlamasında kan aktı .
",newstest2018
"The night before , a crowd had gathered at a park in the Karadolap neighborhood to send off their newly enlisted friends .
","Kalabalık bir grup , önceki gece askere gidecek arkadaşlarını uğurlamak için Karadolap Mahallesi ' ndeki parkta toplandı .
",newstest2018
"According to allegations , M.K. and O.A. from the group had from time to time shot in the air with pump-action shotguns .
","İddiaya göre , grup içinde bulunan M.K. ile Ö.A. pompalı tüfeklerle zaman zaman havaya ateş açtı .
",newstest2018
"Soldier s pump-action shotgun ’ turns sendoff into terror : Five-year old Yildizsu could lose her eyesight
","Pompalı tüfekle asker uğurlama dehşeti : 5 yaşındaki Yıldızsu gözünü kaybedebilir
",newstest2018
"Blood was shed during a soldiers sendoff ’ in Eyup .
","Eyüp ' te gençlerin asker uğurlamasında kan aktı .
",newstest2018
"The night before , a crowd had gathered at a park in the Karadolap neighborhood to send off their newly enlisted friends .
","Kalabalık bir grup , önceki gece askere gidecek arkadaşlarını uğurlamak için Karadolap Mahallesi ' ndeki parkta toplandı .
",newstest2018
"According to allegations , M.K. and O.A. from the group had from time to time shot in the air with pump-action shotguns .
","İddiaya göre , grup içinde bulunan M.K. ile Ö.A. pompalı tüfeklerle zaman zaman havaya ateş açtı .
",newstest2018
"The group started dispersing after the sending-off ceremony .
","Asker uğurlamasının ardından grup dağılmaya başladı .
",newstest2018
"M.K. fired a single shot into the ground with pump-action shotgun while passing by a playground full of children .
","M.K. çocuklarla dolu oyun alanının yanından geçtiği sırada pompalı tüfekle yere bir el ateş etti .
",newstest2018
"Five people , including one child were sitting on a bank in the park and were injured as the buckshot ricocheted off the ground .
","Yerden seken saçmalardan dolayı parktaki bankta oturan 1 "" i çocuk 5 kişi yaralandı .
",newstest2018
"These seconds were captured by the park s security cameras ’ .
","O anlar parkın güvenlik kameralarına da yansıdı .
",newstest2018
"Ferhat Turan , Ercan Turan , Kader Balkir , Yildizsu Unus and Inci Kaya were injured and taken to nearby hospitals by ambulance .
","Yaralılar Ferhat Turan , Ercan Turan , Kader Balkır , Yıldızsu Unus , İnci Kaya ambulanslarla çevredeki hastanelere kaldırıldı .
",newstest2018
"It was reported that among the injured undergoing treatment , five-year old Yildizsu Unus faces the risk of losing her left eye .
","Hastanede tedavisi süren yaralılardan 5 yaşındaki Yıldızsu Unus ' un sol gözünü kaybetme riskiyle karşı karşıya olduğu belirtildi .
",newstest2018
"Yildizsu s grandmother ’ , Meryem Kaya , described those moments to DHA .
","Yıldızsu ' nun anneannesi Meryem Kaya o anları DHA ' ya anlattı .
",newstest2018
"She said that the incident took place while her granddaughter was on her lap , "" The soldiers sendoff celebration ’ started at 8 O Clock . "" ’
","Torunu kucağındayken olayın yaşandığını söyleyen Kaya , "" Asker kutlaması saat 20.00 "" da başladı . ""
",newstest2018
"It continued for two hours .
","2 saat sürdü .
",newstest2018
"The soldiers entertainment ’ had completely finished .
","Asker eğlencesi tamamen bitti .
",newstest2018
"Soldier s pump-action shotgun ’ turns sendoff into terror : Five-year old Yildizsu could lose her eyesight
","Pompalı tüfekle asker uğurlama dehşeti : 5 yaşındaki Yıldızsu gözünü kaybedebilir
",newstest2018
"Blood was shed during a soldiers sendoff ’ in Eyup .
","Eyüp ' te gençlerin asker uğurlamasında kan aktı .
",newstest2018
"The night before , a crowd had gathered at a park in the Karadolap neighborhood to send off their newly enlisted friends .
","Kalabalık bir grup , önceki gece askere gidecek arkadaşlarını uğurlamak için Karadolap Mahallesi ' ndeki parkta toplandı .
",newstest2018
"According to allegations , M.K. and O.A. from the group had from time to time shot in the air with pump-action shotguns .
","İddiaya göre , grup içinde bulunan M.K. ile Ö.A. pompalı tüfeklerle zaman zaman havaya ateş açtı .
",newstest2018
"The group started dispersing after the sending-off ceremony .
","Asker uğurlamasının ardından grup dağılmaya başladı .
",newstest2018
"M.K. fired a single shot into the ground with pump-action shotgun while passing by a playground full of children .
","M.K. çocuklarla dolu oyun alanının yanından geçtiği sırada pompalı tüfekle yere bir el ateş etti .
",newstest2018
"Five people , including one child were sitting on a bank in the park and were injured as the buckshot ricocheted off the ground .
","Yerden seken saçmalardan dolayı parktaki bankta oturan 1 "" i çocuk 5 kişi yaralandı .
",newstest2018
"These seconds were captured by the park s security cameras ’ .
","O anlar parkın güvenlik kameralarına da yansıdı .
",newstest2018
"Ferhat Turan , Ercan Turan , Kader Balkir , Yildizsu Unus and Inci Kaya were injured and taken to nearby hospitals by ambulance .
","Yaralılar Ferhat Turan , Ercan Turan , Kader Balkır , Yıldızsu Unus , İnci Kaya ambulanslarla çevredeki hastanelere kaldırıldı .
",newstest2018
"It was reported that among the injured undergoing treatment , five-year old Yildizsu Unus faces the risk of losing her left eye .
","Hastanede tedavisi süren yaralılardan 5 yaşındaki Yıldızsu Unus ' un sol gözünü kaybetme riskiyle karşı karşıya olduğu belirtildi .
",newstest2018
"Yildizsu s grandmother ’ , Meryem Kaya , described those moments to DHA .
","Yıldızsu ' nun anneannesi Meryem Kaya o anları DHA ' ya anlattı .
",newstest2018
"She said that the incident took place while her granddaughter was on her lap , "" The soldiers sendoff celebration ’ started at 8 O Clock . "" ’
","Torunu kucağındayken olayın yaşandığını söyleyen Kaya , "" Asker kutlaması saat 20.00 "" da başladı . ""
",newstest2018
"It continued for two hours .
","2 saat sürdü .
",newstest2018
"The soldiers entertainment ’ had completely finished .
","Asker eğlencesi tamamen bitti .
",newstest2018
"The youths started dispersing .
","Gençler dağılmaya başladı .
",newstest2018
"We were going to leave as soon as it was finished .
","Bitmesiyle bizim kalkmamız bir olacaktı .
",newstest2018
"Just at that moment a gun was fired , it happened right in front of me .
","O anda silah patladı , tam önümde oldu .
",newstest2018
"My granddaughter s situation ’ is not good .
","Torunumun durumu iyi değil .
",newstest2018
"She has an 80 90 % chance – of losing her eye .
","Gözünü yüzde 80-90 kaybetme olasığı var .
",newstest2018
"We talked to the doctor and this is what he said .
","Doktorla konuştuk , öyle söyledi .
",newstest2018
"They extracted one of the buckshot while the other remained in her eye .
","Saçmalardan birini çıkardılar diğeri gözünün içinde .
",newstest2018
""" She has had surgery and might undergo ten operations .
",""" Bir ameliyat geçirdi , belki 10 ameliyat geçirebilir diyor "" dedi .
",newstest2018
"The suspects , M.K. and O.A. , were captured and detained by the Eyüp District s Security Directorate s Public Security team ’ ’ .
","Şüpheli M.K. ile Ö.A. ise Eyüp İlçe Emniyet Müdürlüğü Asayiş Büro Amirliği ekipleri tarafından yakalanarak gözaltına alındı .
",newstest2018
"Two people were referred to the courthouse after the completion of the police investigation , and based on the evidence gathered , were arrested .
","Polisteki sorgularının ardından adliyeye sevk edilen 2 kişi çıkarıldıkları mahkemece tutuklandı .
",newstest2018
"When Trump was at the G-20 summit in Germany in early July , HMX-1 conducted 58 practice landings at the White House .
","Trump Temmuz başında G-20 zirvesi için Almanya ' dayken HMX-1 Beyaz Saray ' da 58 tatbikat inişi gerçekleştirdi .
",newstest2018
"The flight for the Made in America event counted toward the aircrew 's training requirement for the month , an official said .
","Bir yetkili ; Made in America organizasyonu için olan uçuşun , hava mürettebatının o ay içerisindeki eğitim ihtiyacına sayıldığını söyledi .
",newstest2018
"Unit helicopters also flew an additional 11 hours that day for "" non-presidential support missions . ""
","Birim helikopterleri o gün "" başkanlıkla ilgisi olmayan destek görevleri "" için ek 11 saat uçtu .
",newstest2018
"The White House said taxpayers did not pick up the burden for any of the other props featured at the event .
","Beyaz Saray , vergi mükelleflerinin organizasyonda yer alan diğer herhangi bir numara için yük almadıklarını söyledi .
",newstest2018
"A spokesperson for Sikorsky said the company was not involved in arranging for the helicopter to be displayed on the South Lawn .
","Sikorksky ' den bir sözcü , helikopterin güney çimlerinde sergilenmesinin ayarlanmasına firmalarının katılmadığını söyledi .
",newstest2018
"HMX-1 doesn 't maintain budgetary records for presidential flights , and determining the precise cost incurred by the event is difficult .
","HMX-1 , başkanlık uçuşları için bütçe kayıtları tutmuyor ve organizasyon tarafından uğratılan kesin giderin tespit edilmesi zor .
",newstest2018
"But according to Department of Defense hourly rates for fiscal year 2017 , the DoD reimbursement rate for the VH-3D is $ 24,380 per flight hour .
","Fakat Savunma Bakanlığı ' nın 2017 mali yılı için saatlik oranlarına göre , Savunma Bakanlığı ' nın VH-3D ' yi karşılama oranı uçuş saati başına 24.340 $ .
",newstest2018
"Unit records record the aircraft flight time as 30 minutes each way from its home base at Marine Corps Air Facility Quantico in Virginia .
","Birim kayıtları , hava taşıtının uçuş süresini Marine Corps Air Facility Quantico Virginia ' daki merkez üssünden her iki tarafa doğru 30 dakika olarak kaydediyor .
",newstest2018
"The White House argues the true cost of operating the helicopter is well below that rate .
","Beyaz Saray helikopterin gerçek işletme giderinin bu oranın çok altında olduğunu iddia ediyor .
",newstest2018
""" To place a cost to taxpayers based on the reimbursement rate estimates is highly misleading , "" Walters said .
","Walters , "" Vergi mükelleflerine , masraf karşılama oranı tahminleri baz alınarak bir gider çıkarmak çok yanıltıcıdır . "" dedi .
",newstest2018
""" These rate estimates include personnel , maintenance and many other sunk costs that are included in annual appropriations . ""
",""" Bu oran tahminleri personel , bakım ve yıllık giderler içerisinde yer alan batık maliyetleri kapsıyor . ""
",newstest2018
"According to a 2015 RAND study , DoD reimbursement rates do not include the cost of personnel , but do account for fuel , maintenance , and contracting costs .
","2015 ' teki bir RAND araştırmasına göre Savunma Bakanlığı ' nın masraf karşılama oranları personel giderlerini içermiyor fakat yakıt , bakım ve kontrat giderlerini içeriyor .
",newstest2018
"At the time , former White House press secretary Sean Spicer defended the use of the helicopter for the event .
","O zamanlar , Beyaz Saray ' ın eski basın sözcüsü Sean Spicer helikopterin bu organizasyon için kullanılmasını savunmuştu .
",newstest2018
""" The idea is to showcase this week things that are made in America , "" Spicer said .
","Spicer , "" Burada anafikir Amerika ' da yapılan şeyleri bu hafta sergilemek . "" dedi .
",newstest2018
""" And I know Sikorsky and the state of Connecticut are very proud of the fact that they contribute to our national security , that there are , I assume , hundreds if not thousands of people whose job depends on that .
",""" Ve biliyorum ki Sikorsky ve Connecticut eyaleti ulusal güvenliğimize yaptıkları katkılardan çok gurur duyuyorlar ve zannediyorum ki binler olmasa bile yüzlerce kişinin işi buna bağlı .
",newstest2018
"And I think , like most Americans , we 're all proud of the helicopter and other military equipment that so many Americans worked tirelessly to do .
","Ve çoğu Amerikalı gibi birçok Amerikalı ' nın yapmak için yorulmadan çalıştığı helikopter ve diğer askeri ekipmanlarla hepimizin gurur duyduğunu düşünüyorum .
",newstest2018
"So , of course , it 's appropriate to highlight that . ""
","Dolayısıyla elbette ki bunu öne çıkarmak uygundur . ""
",newstest2018
