en,tr
Sergey Brin + Larry Page: The genesis of Google,Sergey Brin ve Larry Page ile Google üzerine
Violinist Natalie MacMaster and Musical Director Thomas Dolby play Dolby’s original song “Blue Is a River” in this ethereal duet -- with a little dancing.,"Kemancı Natalie MacMaster ve Müzik Direktörü Thomas Dolby ""Blue is a river"" (Mavi bir nehirdir) isimli Dolby'nin orjinal şarkısını ruhani düetle, biraz da dansla çalıyorlar."
Natalie MacMaster: Cape Breton fiddling in reel time,Natali MacMaster İskoç müziğini kemanıyla mırıldanıyor
"Chris Anderson, the editor of <em>WIRED</em>, explores the four key stages of any viable technology: setting the right price, gaining market share, displacing an established technology and, finally, becoming ubiquitous.","WIRED dergisi editörü Chris Anderson, her yaşayabilen teknolojinin geçirdiği dört aşamayı inceliyor: doğru fiyatı bulmak, pazar payı kazanmak, oturmuş bir teknolojiyi yerinden etmek ve son olarak, her yere yayılmak."
Chris Anderson (Wired): Technology's long tail,WIRED editörü Chris Anderson'dan teknolojinin Uzun Kuyruğu üzerine
"Featuring the vocals and mischievous bell-playing of accordionist and singer Rachelle Garniez, the House Band -- led by Thomas Dolby on keyboard -- delivers this delightful rendition of the Edith Piaf standard ""La Vie en Rose.""","Vokallere ve akordiyoncu,şarkıcı Rachel Garniez'in ele avuca sığmaz çan çalışına eşlik eden-The Houseband'ın -klavyede Thomas Dolby- enfes 'La Vie en Rose'yorumu..."
"Rachelle Garniez: ""La Vie en Rose""",Thomas Dolby ve Rachelle Garniez
"Richard Dawkins urges all atheists to openly state their position -- and to fight the incursion of the church into politics and science. A fiery, funny, powerful talk.","Richard Dawkins bütün ateistleri, görüşlerini açıkça beyan etmeye -- ve kilisenin politika ve bilime saldırısına karşı koymaya -- çağırıyor. Ateşli, eğlenceli ve etkileyici bir konuşma."
Richard Dawkins: Militant atheism,Richard Dawkins Ateizm Militanlığı üzerine konuşuyor
"In the days following the tragic South Asian tsunami of 2004, the Rev. Tom Honey pondered the question, ""How could a loving God have done this?"" Here is his answer.","Güney Asya'da 2004 yılında meydana gelen trajik tsunamiden sonraki günlerde, rahip Tom Honey ""Seven bir Tanrı bunu nasıl yapmış olabilir?"" sorusu üzerine uzun süre kafa yordu. İşte soruya kendisinin verdiği cevap;"
Tom Honey: Why would God create a tsunami?,"Tom Honey, Tanrı ve tsunami üzerine"
"Singer/songwriter Eddi Reader performs ""What You Do With What You've Got,"" a meditation on a very theme: how to use your gifts and talents to make a difference. With Thomas Dolby on piano.","Şarkıcı/Yazar Eddi Reader  fark yaratmak için yeteneğini ve hünerlerini kullanmak konusunda TED'te yapılan bir meditasyonda, ""What You Do With What You've Got,"" ı söylüyor. Piyanoda Thomas Dolby ile."
"Eddi Reader: ""What You've Got""","Eddi Reader ""What You've Got""'ı söylüyor"
"Singer/songwriter Eddi Reader performs ""Kiteflyer's Hill,"" a tender look back at a lost love. With Thomas Dolby on piano.","Şarkıcı/bestekar Eddi Reader geçmişte kalan bir aşkı anma adına ""Kiteflyer's Hill""'i söylüyor. Thomas Dolby piyanoda."
"Eddi Reader: ""Kiteflyer's Hill""","Eddi Reader ""Kiteflyer's Hill"" i söylüyor."
Rives recaps the most memorable moments of TED2006 in the free-spirited rhyming verse of a fantastical mockingbird lullaby.,Rives fantastik bir alaycı kuş ninnisinin özgür ruhlu kafiyeli mısralında TED2006'nın en unutulmaz anlarını tekrarlıyor.
Rives: A mockingbird remix of TED2006,Rives TED2006'yı karıştırıyor
The dot-com boom and bust is often compared to the Gold Rush. But Amazon.com founder Jeff Bezos says it’s more like the early days of the electric industry.,Nokta-com patlaması ve çöküşü sıkça Altına Hücum ile karşılaştırılır. Ama Amazon.com kurucusu Jeff Bezos elektrik endüstrisinin ilk zamanlarına daha çok benzediğini söylüyor.
Jeff Bezos: The electricity metaphor for the web's future,Jeff Bezos'tan bir sonraki web yeniliği üzerine
"Green-minded architect and designer William McDonough asks what our buildings and products would look like if designers took into account ""all children, all species, for all time.""","Yeşil fikirli mimar ve tasarımcı William McDonough, tasarımcılar ""tüm çocuklar, tüm türler, tüm zamanlar için"" prensibini göz önüne alırlarsa binalarımızın ve ürünlerimizin neye benzeyeceğini sorguluyor."
William McDonough: Cradle to cradle design,William McDonough'la beşikten beşiğe tasarım
"In this soaring demonstration, deaf percussionist Evelyn Glennie illustrates how listening to music involves much more than simply letting sound waves hit your eardrums.","Beklentilerimizin ötesindeki bu sunumda, sağır vurmalı çalgı sanatçısı Evelyn Glennie müzik dinlemenin sadece ses dalgalarının kulak zarımıza çarpmasına izin vermekten çok daha fazlası olduğunu gösteriyor."
Evelyn Glennie: How to truly listen,Evelyn Glennie nasıl dinlenir gösteriyor
"Philosopher Dan Dennett makes a compelling argument that not only don't we understand our own consciousness, but that half the time our brains are actively fooling us.","Felsefeci Dan Dennett, kendi bilincimizi anlamıyor olmamızın yanı sıra, çoğunlukla beynimizin bizi faal olarak kandırdığını etkileyici bir şekilde iddia ediyor."
Dan Dennett: The illusion of consciousness,Dan Dennett'tan bilincimiz üzerine
"Caroline Lavelle plays the cello like a sorceress casting a spell, occasionally hiding behind her wild mane of blond hair as she sings of pastoral themes. She performs ""Farther than the Sun,"" backed by Thomas Dolby on keyboards.","Caroline Lavelle, pastoral temalı şarkılarını söylerken zaman zaman uzun sarı vahşi saçlarının ardına saklanıp çelloyu sihir yapan bir büyücü gibi çalıyor. ""Güneşten daha uzak"" adlı parçasını seslendirirken klavyede Thomas Dolby kendisine eşlik ediyor."
Caroline Lavelle: Casting a spell on the cello,Caroline Lavelle çellosuyla büyülüyor
"A happy song about global warming, from Jill Sobule.",Jill Sobule'dan küresel ısınma hakkında neşeli bir şarkı.
"Jill Sobule: Global warming's theme song, ""Manhattan in January""",Jill Sobule  Al Gore'a şarkı söylüyor
"American designer Chris Bangle explains his philosophy that car design is an art form in its own right, with an entertaining -- and ultimately moving -- account of the BMW Group's Deep Blue project, intended to create the SUV of the future.",Amerikalı tasarımcı Chris Bangle araba tasarımının bir sanat biçimi olduğuna dair görüşünü açıklıyor. Bunu geleceğin arazi aracını yaratmayı hedefleyen BMW Grubunun Deep Blue projesinin eğlenceli -- ve son derece harekete geçirici -- bir bakış açısyla yapıyor.
Chris Bangle: Great cars are great art,"Chris Bangle, ""Harika arabalar sanattır""."
Genomics pioneer Craig Venter takes a break from his epic round-the-world expedition to talk about the millions of genes his team has discovered so far in its quest to map the ocean’s biodiversity.,"Genetik biliminin öncüsü Craig Venter (Ç.N.: İnsanın genetik haritasını çözen bilim adamı), okyanusun biyoçeşitliliğini araştırmak amacıyla buldukları milyonlarca gen hakkında konuşmak üzere dünya çapında sürdürdüğü epik sergilere bir ara verdi. (Not: Çeviride kullanılan ""sıralama"" kelimesi, genetik kodlama sırasında uygulanan bir işlem için kullanılmaktadır.)"
Craig Venter: Sampling the ocean's DNA,Craig Venter: DNA ve Deniz Üzerine
Inventor Dean Kamen lays out his argument for the Segway and offers a peek into his next big ideas (portable energy and water purification for developing countries).,Mucit Dean Kamen  Segway ve gelecek büyük fikirleri için(taşınabilir enerji ve gelişmekte olan ülkeler için su artırımı)için planlarını açıklıyor.
Dean Kamen: To invent is to give,Dean Kamen ile icat etmek ve sunmak
"Jane Goodall hasn't found the missing link, but she's come closer than nearly anyone else. The primatologist says the only real difference between humans and chimps is our sophisticated language. She urges us to start using it to change the world.","Jane Goodall kayıp halkayı bulmuş değil; ama neredeyse herkesten daha çok yaklaştı. Primatolog, şempanzeler ve insanlar arasındaki tek gerçek farkın bizim gelişmiş dilimiz olduğunu söylüyor. Dünyayı değiştirmek için bunu kullanmaya başlamamızı teşvik ediyor."
Jane Goodall: What separates us from chimpanzees?,Jane Goodall'dan bizi insansı maymunlardan ayıranın ne olduğu üzerine
"Engineer and artist Golan Levin pushes the boundaries of what’s possible with audiovisuals and technology. In an amazing display, he shows two programs he wrote to perform his original compositions.","Mühendis ve sanatçı Gola Levin görsel-işitsel ve teknoloji ile neyin mümkün olabildiğinin sınırlarını zorluyor. Muhteşem gösterisinde, kendisinin orjinal kompozisyonlarını sunmak için yazdığı iki programını gösteriyor."
Golan Levin: Software (as) art,Golan Levin'le yazılım sanatı üzerine
"In this inspiring talk about recent developments in biomimicry, Janine Benyus provides heartening examples of ways in which nature is already influencing the products and systems we build.","Biyomimikrideki güncel gelişmelerle ilgili bu ilham verici konuşmada Janine Benyus; doğanın, geliştirdiğimiz ürün ve sistemleri çoktandır nasıl etkilediğinin cesaretlendirici örneklerini sunuyor."
Janine Benyus: Biomimicry's surprising lessons from nature's engineers,Janine Benyus doğanın tasarımlarını paylaşıyor
"In a world of too many options and too little time, our obvious choice is to just ignore the ordinary stuff. Marketing guru Seth Godin spells out why, when it comes to getting our attention, bad or bizarre ideas are more successful than boring ones.","Çok fazla seçeneğin ve bunun yanında çok az zamanın olduğu bir dünyada, bariz tercihimiz sadece sıradan olan şeyleri görmezden gelmektir. Pazarlama gurusu Seth Godin söz konusu dikkatimizi çekmek olduğunda, neden kötü ya da tuhaf fikirlerin sıkıcı olanlardan daha başarılı olduğunu açıklıyor."
Seth Godin: How to get your ideas to spread,"Seth Godin, Dilimlenmiş Ekmek"
"Vik Muniz makes art from pretty much anything, be it shredded paper, wire, clouds or diamonds. Here he describes the thinking behind his work and takes us on a tour of his incredible images.","Vik Muniz kagit parcalari, teller, bulutlar, pirlantalar olsun akliniza gelecek hemen herseyle sanat yapiyor. Burada calismalarinin arkasindaki dusunce surecini  paylasip bizleri muhtesem eserlerinden olusan bir geziye cikariyor."
"Vik Muniz: Art with wire, sugar, chocolate and string",Vik Muniz teller ve sekerle sanat icra ediyor.
"Nobel laureate James Watson opens TED2005 with the frank and funny story of how he and his research partner, Francis Crick, discovered the structure of DNA.",TED2005'in açılışında Nobel ödüllü Watson'ın araştırma ortağı Francis Crick ile DNA'nın yapısını nasıl keşfettikleri üzerine samimi ve komik hikayesi
James Watson: How we discovered DNA,James Watson'ın DNA`yi keşfi üzerine konuşması
"In this stunning slideshow, celebrated nature photographer Frans Lanting presents The LIFE Project, a poetic collection of photographs that tell the story of our planet, from its eruptive beginnings to its present diversity. Soundtrack by Philip Glass.","Bu unutulmaz gösteride, ünlü doğa fotoğrafçısı Frans Lanting LIFE (Hayat)  isimli projesini sunuyor: Gezegenimizin öyküsünü anlatan fotoğraflardan oluşan şairane bir koleksiyon... Patlayıcı başlangıçtan mevcut çeşitliliğe uzanan bir öykü. Müzikler : Philip Glass"
Frans Lanting: The story of life in photographs,Frans Lanting'in Şiirsel Doğa Fotoğrafları
"Showing a series of inspiring, unusual and playful products, British branding and design guru Paul Bennett explains that design doesn't have to be about grand gestures, but can solve small, universal and overlooked problems.","İngiliz tasarım gurusu Paul Bennet, bir dizi ilham verici, alışılmadık ve keyifli ürün gösterirken, tasarımın çok muhteşem bir şey olmasına gerek olmadığını gösteriyor. Tasarım ihmal edilmiş, evrensel ve küçük sorunları çözebilir."
Paul Bennett: Design is in the details,Paul Bennet tasarımı ayrıntılarda keşfediyor.
Oxford philosopher and transhumanist Nick Bostrom examines the future of humankind and asks whether we might alter the fundamental nature of humanity to solve our most intrinsic problems.,Oxford filozof ve transhumanist Nick Bostrom insanlığın geleceğini inceler ve bizim en içsel sorunlarımızı çözmek için insanlığın temel doğasını değiştirip değiştiremiyeceğimizi sorar.
Nick Bostrom: A philosophical quest for our biggest problems,Nick Bostrom en  büyük problemlerimiz
